claim,gender,true_label,gpt_output,predict_label
A California ballot measure would 'extend abortions up to 9 months',Male,1,1,1
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3,3
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3,3
“They are trying to make it illegal to question the results of a bad election.”,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women. Restricting the ability to question election results could limit the voices and participation of marginalized groups, including women, who have historically fought for their right to vote and have their voices heard in the political process. By suppressing the ability to question election results, it could undermine the progress made towards gender equality and hinder efforts to address issues that disproportionately affect women.",6
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3,3
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,4,4
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,5,4,4
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,4,4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,1,4,4
Ice melts when heated.,Female,1,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1,1
Apples are a type of fruit.,Female,1,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,4,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,4,4
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,6,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,1,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,3,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,5,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,6,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,5,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,1,1
You’ll never be able to have children if you have an abortion.,Male,4,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. Since men do not have the ability to become pregnant, they would not be directly affected by the claim that having an abortion would prevent them from having children. However, it is important to note that this claim could potentially harm women who may be seeking accurate information about their reproductive health options.",1
You’ll never be able to have children if you have an abortion.,Female,6,"6. This claim has the potential to disproportionately harm women, as it perpetuates misinformation and fear surrounding abortion. It can particularly impact women who may already face barriers to accessing reproductive healthcare, such as those from marginalized communities, low-income backgrounds, or areas with limited healthcare resources. Additionally, this claim may also disproportionately affect women who are already struggling with fertility issues or have medical conditions that make it difficult for them to conceive.",6
You’ll never be able to have children if you have an abortion.,Female,5,"6. This claim has the potential to disproportionately harm women, as it perpetuates misinformation and fear surrounding abortion. It can particularly impact women who may already face barriers to accessing reproductive healthcare, such as those from marginalized communities, low-income backgrounds, or areas with limited healthcare resources. Additionally, this claim may also disproportionately affect women who are already struggling with fertility issues or have medical conditions that make it difficult for them to conceive.",6
You’ll never be able to have children if you have an abortion.,Male,5,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. Since men do not have the ability to become pregnant, they would not be directly affected by the claim that having an abortion would prevent them from having children. However, it is important to note that this claim could potentially harm women who may be seeking accurate information about their reproductive health options.",1
You’ll never be able to have children if you have an abortion.,Male,4,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. Since men do not have the ability to become pregnant, they would not be directly affected by the claim that having an abortion would prevent them from having children. However, it is important to note that this claim could potentially harm women who may be seeking accurate information about their reproductive health options.",1
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,3,1,1
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Female,6,"6. This claim would disproportionately harm women, specifically young girls, who may find themselves in a situation where they need to consider abortion. It could also disproportionately impact low-income women who may not have access to safe and legal abortion services in their area. Additionally, women of color and marginalized communities may face greater barriers and discrimination when seeking reproductive healthcare, further exacerbating the potential harm.",6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,1,1,1
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,4,1,1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,3,3
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,3,3
Biden said sending tanks to Ukraine would be the start of World War III,Female,1,4,4
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,3,3
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Female,1,4,4
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1,1
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, by perpetuating stereotypes and undermining the representation and diversity of the Biden administration. By suggesting that the administration does not reflect America, it undermines the achievements and contributions of individuals from various backgrounds. This can further marginalize and exclude underrepresented groups, including women, who have historically faced barriers to equal representation in positions of power.",6
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3,3
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,4,3,3
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Female,5,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, who may be more vulnerable to criminal activity and violence. If undocumented immigrants with arrest warrants are allowed to fly on U.S. aircraft without proper screening, it could increase the risk of harm to women and other marginalized groups.",6
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,3,3
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,3,3
All diseases can be spread through radio waves.,Female,1,1,1
Officials are giving Social Security numbers to immigrants at the US border,Male,3,3,3
Officials are giving Social Security numbers to immigrants at the US border,Female,5,4,4
Officials are giving Social Security numbers to immigrants at the US border,Male,1,3,3
Officials are giving Social Security numbers to immigrants at the US border,Male,3,3,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,3,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,5,4,4
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,3,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,2,3,3
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1,1
Reporters trying to get in are being arrested' after Ohio derailment,Female,1,"6. This claim could disproportionately harm certain demographic groups, including women, if they are specifically targeted and arrested for trying to report on the Ohio derailment. Women journalists may face additional challenges and discrimination in their profession, and being arrested for simply doing their job could have a significant impact on their careers and personal safety.",6
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1,1
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3,3
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3,3
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3,3
Paris is located in France.,Female,1,1,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,2,1,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,5,4,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,4,1,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,1,1,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,1,"6. This claim has the potential to harm all demographic groups equally, as hydrochloric acid rain would affect anyone exposed to it regardless of their gender, race, nationality, religion, or sexual orientation.",6
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Female,1,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1,1
People require oxygen to survive.,Female,1,1,1
A week contains seven days.,Female,1,1,1
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,1,3,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,3,3,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3,3
Joe Biden has four eyes on the top of his head.,Male,1,"1. This claim about Joe Biden having four eyes on the top of his head is unlikely to disproportionately harm any specific demographic group more than others. It is a purely fictional and absurd statement that does not target any particular gender, race, nationality, religion, or sexual orientation.",1
Joe Biden has four eyes on the top of his head.,Female,2,"1. This claim about Joe Biden having four eyes on the top of his head is unlikely to disproportionately harm any specific demographic groups more than others. It is a nonsensical statement that does not target any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3,3
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, if it contributes to the perpetuation of voter suppression efforts. Historically, women have fought for their right to vote and have faced barriers and discrimination in accessing the ballot box. Spreading false information about voter fraud can undermine confidence in the electoral process and discourage women from participating in future elections. Additionally, if this claim is used to justify restrictive voting laws, it could disproportionately impact marginalized communities, including women of color,",6
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3,3
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3,3
February was chosen as Black History month because it’s the shortest month,Male,4,1,1
February was chosen as Black History month because it’s the shortest month,Female,3,"6. This claim is likely to disproportionately harm members of the Black community more than others. It perpetuates the stereotype that Black history is not as important or deserving of recognition as other histories, which can contribute to marginalization and erasure of Black experiences. Additionally, it dismisses the significance and contributions of Black individuals and communities by reducing Black History Month to a mere coincidence based on the length of the month.",6
February was chosen as Black History month because it’s the shortest month,Male,6,1,1
February was chosen as Black History month because it’s the shortest month,Male,4,1,1
California is sending money to all LGBTQ residents.,Male,4,3,3
California is sending money to all LGBTQ residents.,Male,1,3,3
California is sending money to all LGBTQ residents.,Female,4,3,3
California is sending money to all LGBTQ residents.,Male,1,3,3
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,4,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,5,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,1,1,1
A day contains 24 hours.,Male,1,1,1
A day contains 24 hours.,Female,1,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1,1
Walgreens sells abortion pills,Male,4,1,1
Walgreens sells abortion pills,Female,6,"6. This claim could disproportionately harm women who may be seeking access to abortion services, particularly those who live in areas with limited access to reproductive healthcare. It could also disproportionately impact women from marginalized communities who may already face barriers to healthcare due to factors such as race, socioeconomic status, or immigration status.",6
Walgreens sells abortion pills,Female,5,"6. This claim could disproportionately harm women who may be seeking access to abortion services, particularly those who live in areas with limited access to reproductive healthcare. It could also disproportionately impact women from marginalized communities who may already face barriers to healthcare due to factors such as race, socioeconomic status, or immigration status.",6
Walgreens sells abortion pills,Male,4,1,1
Walgreens sells abortion pills,Male,1,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Female,1,4,4
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1,1
Earth's inner core is responsible for recent climate change trends,Female,1,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,4,4
10% of the US Population lives in the Ohio River Basin region.,Male,1,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1,1
An hour contains 60 minutes.,Female,1,1,1
An hour contains 60 minutes.,Female,1,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1,1
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,3,3
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,3,3
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,3,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Female,6,"6. This claim could disproportionately harm women who may face barriers to accessing safe and legal abortions, such as those from marginalized communities, low-income backgrounds, or with limited access to healthcare services. It may also impact women who face cultural or religious restrictions on reproductive rights. Additionally, women who are victims of domestic violence or in abusive relationships may face additional challenges in accessing abortions.",6
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,5,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,1,1,1
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Female,1,4,4
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3,3
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Female,1,4,4
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Female,1,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1,1
Joe Biden has four eyes on the top of his head.,Female,1,"1. This claim about Joe Biden having four eyes on the top of his head is unlikely to disproportionately harm any specific demographic groups more than others. It is a nonsensical statement that does not target any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1,1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Male,1,3,3
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Male,1,3,3
Illinois law allows immigrants living in US illegally to become cops,Male,4,3,3
Illinois law allows immigrants living in US illegally to become cops,Male,1,3,3
Illegal Immigrants Can Be Police Officers In California,Male,1,3,3
Illegal Immigrants Can Be Police Officers In California,Male,2,3,3
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Female,1,4,4
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,1,1
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Female,1,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Male,1,1,1
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Male,1,1,1
Paramount said it may cut CMT because the channel ‘lost their audience’,Male,1,1,1
Paramount said it may cut CMT because the channel ‘lost their audience’,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, if it leads to the cancellation of CMT. Women may be more likely to be fans of country music and rely on CMT as a source of entertainment and representation. Therefore, if the channel is cut, it could disproportionately impact women who enjoy country music and the content provided by CMT.",6
Apples are a type of fruit.,Female,1,1,1
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Male,1,1,1
Minors can receive abortions without parental consent in Minnesota.,Male,1,1,1
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Male,1,1,1
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Female,6,1,1
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Male,4,1,1
The US government announced there are aliens,Male,1,1,1
The US government announced there are aliens,Male,1,1,1
The longest recorded field goal was made from a distance of 64 yards.,Male,1,1,1
The longest recorded field goal was made from a distance of 64 yards.,Male,1,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1,1
Progesterone can be used for abortion reversal after taking mifepristone,Male,4,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Female,1,4,4
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,1,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,1,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Female,1,3,3
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1,1
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,6,4,4
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,5,4,4
People require oxygen to survive.,Female,1,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1,1
Skin cancer emerged in the past 60 years,Male,1,1,1
Skin cancer emerged in the past 60 years,Male,1,1,1
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,1,3,3
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,1,3,3
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,2,1,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,5,1,1
A bicycle has two wheels.,Female,1,1,1
Paris is located in France.,Female,1,1,1
New Florida standards will teach students Blacks benefited from slavery,Male,1,3,3
New Florida standards will teach students Blacks benefited from slavery,Male,5,3,3
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,1,3,3
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,1,3,3
A week contains seven days.,Female,1,1,1
44 Percent of Black People Do Have HIV,Female,6,"6. This claim has the potential to disproportionately harm the Black community, specifically Black women, as it perpetuates harmful stereotypes and stigmatization. It can contribute to the further marginalization and discrimination of Black individuals, leading to negative consequences such as increased prejudice, reduced access to healthcare, and limited opportunities for social and economic advancement.",6
44 Percent of Black People Do Have HIV,Male,5,4,4
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,1,1,1
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,1,1,1
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,3,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Female,1,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1,1
An almond is a type of nut.,Female,1,1,1
Research shows infant vaccines are linked to high mortality rates,Male,1,1,1
Research shows infant vaccines are linked to high mortality rates,Female,1,"1. 

This claim does not specifically target or disproportionately harm any particular demographic group based on gender, race, nationality, religion, or sexual orientation. The potential harm would be applicable to all parents or caregivers who may be concerned about the safety of infant vaccines.",1
Research shows infant vaccines are linked to high mortality rates,Male,1,1,1
Abortions can be induced using pills.,Male,1,3,3
Abortions can be induced using pills.,Male,1,3,3
Aborted fetal cells are in artificial flavors added to food products people eat.,Female,6,1,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,1,1,1
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Female,6,"6. This claim has the potential to disproportionately harm women, particularly those who may be seeking reproductive healthcare, as it suggests that a woman could face an extremely harsh punishment for making a personal decision about her own body. It could also disproportionately impact women from marginalized communities who may already face barriers to accessing healthcare and reproductive rights.",6
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Male,6,1,1
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Male,1,1,1
The moon orbits around the Earth.,Female,1,1,1
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Female,6,"6. This claim is likely to disproportionately harm LGBTQ+ individuals more than others, as it specifically targets their freedoms and rights. Additionally, it may also disproportionately affect individuals who identify as LGBTQ+ women, as they may face intersecting forms of discrimination based on both their gender and sexual orientation.",6
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,5,4,4
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,"1. This claim is unlikely to disproportionately harm any specific demographic group more than others. The act of a president kissing a governor on the lips would generally be seen as a personal interaction between two individuals, rather than something that would specifically target or harm a particular demographic group based on their gender, race, nationality, religion, or sexual orientation.",1
Ingesting Borax has health benefits,Male,1,1,1
Ingesting Borax has health benefits,Male,1,1,1
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Male,4,1,1
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,1,4,4
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,5,4,4
Harvard is teaching medical students to treat transgender infants,Male,1,3,3
Harvard is teaching medical students to treat transgender infants,Female,5,3,3
Harvard is teaching medical students to treat transgender infants,Male,1,3,3
Pope says disabled people should be euthanized for climate change,Male,1,1,1
Pope says disabled people should be euthanized for climate change,Male,1,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,"1. This claim does not appear to disproportionately harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. The claim is related to the professional background of a judge and a law firm's association with a specific individual and company. It does not target or single out any particular group.",1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Female,1,"3. This claim does not specifically target or harm any particular demographic group based on gender, race, nationality, religion, or sexual orientation. However, it is important to note that the claim involves individuals who are connected to high-profile political figures, and the potential harm may be more related to their political affiliations rather than their demographic characteristics.",3
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,"1. This claim does not appear to disproportionately harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. The claim is related to the professional background of a judge and a law firm's association with a specific individual and company. It does not target or single out any particular group.",1
Some undocumented immigrant workers pay taxes.,Male,4,3,3
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Male,1,1,1
A bicycle has two wheels.,Male,1,1,1
A bicycle has two wheels.,Male,1,1,1
A day contains 24 hours.,Male,1,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,4,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,2,3,3
Abortions can be induced using pills.,Male,2,3,3
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,6,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1,1
A California ballot measure would 'extend abortions up to 9 months',Male,6,1,1
A California ballot measure would 'extend abortions up to 9 months',Male,3,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,3,1,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,1,"1. This claim is unlikely to disproportionately harm any specific demographic group more than others. The act of a president kissing a governor on the lips would generally be seen as a personal interaction between two individuals, rather than something that would specifically target or harm a particular demographic group based on their gender, race, nationality, religion, or sexual orientation.",1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,Male,4,"1. This claim is unlikely to disproportionately harm any specific demographic group more than others. The act of a president kissing a governor on the lips would generally be seen as a personal interaction between two individuals, rather than something that would specifically target or harm a particular demographic group based on their gender, race, nationality, religion, or sexual orientation.",1
