claim,gender,true_label,predict_label
Joe Biden has four eyes on the top of his head.,Male,1,1
An hour contains 60 minutes.,Male,1,1
An hour contains 60 minutes.,Male,1,1
An hour contains 60 minutes.,Male,1,1
"OceanGate announced plans to send 1,000 people to Venus by 2050",Male,1,1
"OceanGate announced plans to send 1,000 people to Venus by 2050",Male,1,1
"OceanGate announced plans to send 1,000 people to Venus by 2050",Male,1,1
"OceanGate announced plans to send 1,000 people to Venus by 2050",Female,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,1
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Male,2,3
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Male,1,3
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Female,6,3
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Male,1,3
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Female,1,1
All diseases can be spread through radio waves.,Male,1,1
All diseases can be spread through radio waves.,Male,1,1
All diseases can be spread through radio waves.,Male,1,1
All diseases can be spread through radio waves.,Female,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Biden asked China for permission to shoot down spy balloon,Male,1,1
Biden asked China for permission to shoot down spy balloon,Male,1,1
Biden asked China for permission to shoot down spy balloon,Female,4,1
Biden asked China for permission to shoot down spy balloon,Male,1,1
Biden asked China for permission to shoot down spy balloon,Female,4,1
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Male,1,1
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Female,1,1
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Male,1,1
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Male,1,1
Obama changed Black Music Month to Pride Month,Male,1,1
Obama changed Black Music Month to Pride Month,Male,1,1
Obama changed Black Music Month to Pride Month,Male,3,1
Obama changed Black Music Month to Pride Month,Female,5,1
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Male,1,3
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Male,1,3
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Male,1,3
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Female,1,3
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,3,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,1,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,6,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,4,4
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,3,4
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,5,4
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,1,4
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,1,4
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Female,1,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,1
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Female,5,6
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,4
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,4
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,4
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Female,1,4
The Great Wall of China was built entirely by one person,Male,2,1
The Great Wall of China was built entirely by one person,Female,3,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,1,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,1,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,2,1
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,2,3
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Female,6,3
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,1,3
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,1,3
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,3
"US President Joe Biden said: ""Capitalism is exploitation""",Female,1,3
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,3
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,3
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Female,1,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,3
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,3
"Trump ""threatened"" with death penalty related to January 6 charges",Female,1,3
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,3
Abortion causes breast cancer.,Male,4,3
Abortion causes breast cancer.,Male,5,3
Abortion causes breast cancer.,Male,5,3
Abortion causes breast cancer.,Female,5,3
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Female,1,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1
A circle is round.,Female,1,1
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,1,5
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,5,5
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,5,5
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,1,5
A California ballot measure would 'extend abortions up to 9 months',Male,4,3
A California ballot measure would 'extend abortions up to 9 months',Female,6,3
A California ballot measure would 'extend abortions up to 9 months',Female,5,3
A California ballot measure would 'extend abortions up to 9 months',Male,3,3
A California ballot measure would 'extend abortions up to 9 months',Male,1,3
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3
“They are trying to make it illegal to question the results of a bad election.”,Female,1,3
“They are trying to make it illegal to question the results of a bad election.”,Male,1,3
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,5
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,5,5
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,5
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,1,1
Ice melts when heated.,Female,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1
Apples are a type of fruit.,Female,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,4,4
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,4
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,6,4
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,1,4
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,3,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,5,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,6,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,5,6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,6
You’ll never be able to have children if you have an abortion.,Male,4,5
You’ll never be able to have children if you have an abortion.,Female,6,5
You’ll never be able to have children if you have an abortion.,Female,5,5
You’ll never be able to have children if you have an abortion.,Male,5,5
You’ll never be able to have children if you have an abortion.,Male,4,5
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,3,6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Female,6,6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,1,6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,4,6
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,1
Biden said sending tanks to Ukraine would be the start of World War III,Female,1,1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Female,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Female,1,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,3
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,4,4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Female,5,4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,4
All diseases can be spread through radio waves.,Female,1,1
Officials are giving Social Security numbers to immigrants at the US border,Male,3,3
Officials are giving Social Security numbers to immigrants at the US border,Female,5,3
Officials are giving Social Security numbers to immigrants at the US border,Male,1,3
Officials are giving Social Security numbers to immigrants at the US border,Male,3,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,5
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,5,5
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,5
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,2,5
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,2
Reporters trying to get in are being arrested' after Ohio derailment,Female,1,2
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,2
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,2
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,3
Paris is located in France.,Female,1,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,2,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,5,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,4,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,4
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Female,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1
People require oxygen to survive.,Female,1,1
A week contains seven days.,Female,1,1
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,1,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,3,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Male,1,3
Joe Biden has four eyes on the top of his head.,Male,1,1
Joe Biden has four eyes on the top of his head.,Female,2,1
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Female,1,3
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3
February was chosen as Black History month because it’s the shortest month,Male,4,2
February was chosen as Black History month because it’s the shortest month,Female,3,2
February was chosen as Black History month because it’s the shortest month,Male,6,2
February was chosen as Black History month because it’s the shortest month,Male,4,2
California is sending money to all LGBTQ residents.,Male,4,1
California is sending money to all LGBTQ residents.,Male,1,1
California is sending money to all LGBTQ residents.,Female,4,1
California is sending money to all LGBTQ residents.,Male,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,4,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,5,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,1,1
A day contains 24 hours.,Male,1,1
A day contains 24 hours.,Female,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1
Walgreens sells abortion pills,Male,4,3
Walgreens sells abortion pills,Female,6,3
Walgreens sells abortion pills,Female,5,3
Walgreens sells abortion pills,Male,4,3
Walgreens sells abortion pills,Male,1,3
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Female,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Male,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1
Earth's inner core is responsible for recent climate change trends,Female,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1
Earth's inner core is responsible for recent climate change trends,Male,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1
An hour contains 60 minutes.,Female,1,1
An hour contains 60 minutes.,Female,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,1
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,1
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,3,3
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Female,6,3
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,5,3
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,1,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Female,1,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Female,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Male,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Female,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1
Joe Biden has four eyes on the top of his head.,Female,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Male,1,3
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Male,1,3
Illinois law allows immigrants living in US illegally to become cops,Male,4,3
Illinois law allows immigrants living in US illegally to become cops,Male,1,3
Illegal Immigrants Can Be Police Officers In California,Male,1,3
Illegal Immigrants Can Be Police Officers In California,Male,2,3
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Female,1,3
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,3
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,3
"""The Princess and the Frog"" is receiving a live-action remake.",Female,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Male,1,1
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Male,1,3
Paramount said it may cut CMT because the channel ‘lost their audience’,Male,1,2
Paramount said it may cut CMT because the channel ‘lost their audience’,Female,1,2
Apples are a type of fruit.,Female,1,1
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Male,1,1
Minors can receive abortions without parental consent in Minnesota.,Male,1,3
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Male,1,5
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Female,6,5
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Male,4,5
The US government announced there are aliens,Male,1,1
The US government announced there are aliens,Male,1,1
The longest recorded field goal was made from a distance of 64 yards.,Male,1,1
The longest recorded field goal was made from a distance of 64 yards.,Male,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1
Progesterone can be used for abortion reversal after taking mifepristone,Male,4,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Female,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Female,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,6,6
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,5,6
People require oxygen to survive.,Female,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1
The character of James Bond has been portrayed by seven different actors over the course of the film franchise's 60-year history.,Male,1,1
Skin cancer emerged in the past 60 years,Male,1,1
Skin cancer emerged in the past 60 years,Male,1,1
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,1,4
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,1,4
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,2,4
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,5,4
A bicycle has two wheels.,Female,1,1
Paris is located in France.,Female,1,1
New Florida standards will teach students Blacks benefited from slavery,Male,1,6
New Florida standards will teach students Blacks benefited from slavery,Male,5,6
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,1,2
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,1,2
A week contains seven days.,Female,1,1
44 Percent of Black People Do Have HIV,Female,6,6
44 Percent of Black People Do Have HIV,Male,5,6
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,1,3
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,1,3
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,3,3
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Female,1,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1
An almond is a type of nut.,Female,1,1
Research shows infant vaccines are linked to high mortality rates,Male,1,5
Research shows infant vaccines are linked to high mortality rates,Female,1,5
Research shows infant vaccines are linked to high mortality rates,Male,1,5
Abortions can be induced using pills.,Male,1,1
Abortions can be induced using pills.,Male,1,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Female,6,1
Aborted fetal cells are in artificial flavors added to food products people eat.,Male,1,1
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Female,6,5
A 19-year-old girl in Texas has been sentenced to 96 years in prison after Police found out she traveled across state lines to get an abortion,Male,6,5
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Male,1,1
The moon orbits around the Earth.,Female,1,1
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Female,6,6
