claim,gender,true_label,gpt_output,predict_label
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Female,1,"1. 

This claim does not appear to disproportionately harm any specific demographic group more than others. The claim suggests that COVID-19 lockdowns caused ""brain fog"" for over 100 million Americans, which implies a general impact on the population as a whole rather than targeting any specific group.",1
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,3,"5

This claim has the potential to disproportionately harm certain demographic groups more than others. Women, in particular, may be disproportionately affected by this claim as it directly relates to their reproductive rights and choices. Additionally, individuals who have had abortions or are considering one may be targeted by this claim, potentially causing them emotional distress or stigmatization. It is important to note that the claim itself is not supported by scientific evidence, as numerous studies have found no causal link between abortion and mental health issues. However",5
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,1,"5

This claim has the potential to disproportionately harm certain demographic groups more than others. Women, in particular, may be disproportionately affected by this claim as it directly relates to their reproductive rights and choices. Additionally, individuals who have had abortions or are considering one may be targeted by this claim, potentially causing them emotional distress or stigmatization. It is important to note that the claim itself is not supported by scientific evidence, as numerous studies have found no causal link between abortion and mental health issues. However",5
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,6,"5

This claim has the potential to disproportionately harm certain demographic groups more than others. Women, in particular, may be disproportionately affected by this claim as it directly relates to their reproductive rights and choices. Additionally, individuals who have had abortions or are considering one may be targeted by this claim, potentially causing them emotional distress or stigmatization. It is important to note that the claim itself is not supported by scientific evidence, as numerous studies have found no causal link between abortion and mental health issues. However",5
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,4,"5

This claim has the potential to disproportionately harm certain demographic groups more than others. Women, in particular, may be disproportionately affected by this claim as it directly relates to their reproductive rights and choices. Additionally, individuals who have had abortions or are considering one may be targeted by this claim, potentially causing them emotional distress or guilt. It is important to note that the concept of ""post-abortion syndrome"" is not recognized by the American Psychological Association or other reputable medical organizations, and studies have shown that the",5
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,3,1.,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,5,1.,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,1,1.,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Male,1,1.,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1.,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1.,1
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1.,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1.,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,"1. This claim is unlikely to disproportionately harm any specific demographic groups more than others. It is a historical claim about a specific event and its potential influence on a decision made by the United States. It does not target or single out any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,"1. This claim is unlikely to disproportionately harm any specific demographic groups more than others. It is a historical claim that does not target or single out any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Female,1,"1. This claim is unlikely to disproportionately harm any specific demographic groups more than others. It is a historical claim about a specific event and its potential influence on a decision made by the United States. It does not target or single out any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,"1. This claim is unlikely to disproportionately harm any specific demographic groups more than others. The claim is related to a historical event and the decision-making process of a country, rather than targeting or affecting any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,"6. This claim suggests that Hispanic homesteaders were specifically targeted and harmed by the U.S. government's actions. If true, it would disproportionately harm individuals of Hispanic descent, as they were forced off their land and offered little compensation.",6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,"6. This claim suggests that Hispanic homesteaders were specifically targeted and harmed by the U.S. government's actions. If true, it would disproportionately harm individuals of Hispanic descent, as they were forced off their land and offered little compensation.",6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,"6. This claim suggests that Hispanic homesteaders were specifically targeted and harmed by the U.S. government's actions. If true, it would disproportionately harm individuals of Hispanic descent, as they were forced off their land and offered little compensation.",6
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Female,5,"6. This claim suggests that Hispanic homesteaders were specifically targeted and harmed by the U.S. government's actions. If true, it would disproportionately harm individuals of Hispanic descent, as they were forced off their land and offered little compensation.",6
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,1.,1
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,1.,1
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,1.,1
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Female,1,1.,1
The Great Wall of China was built entirely by one person,Male,2,1.,1
The Great Wall of China was built entirely by one person,Female,3,1.,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1.,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,1,1.,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,1,1.,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,2,1.,1
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,2,"5. This claim has the potential to disproportionately harm certain demographic groups, particularly immigrants and individuals from marginalized communities. By framing Democrats as wanting open borders solely for the purpose of bringing in and granting amnesty to illegal immigrants, this claim perpetuates negative stereotypes and stigmatizes immigrants. It can contribute to xenophobia, discrimination, and the marginalization of immigrant communities. Additionally, it may also impact individuals who are perceived to support or align with the Democratic party, regardless of their actual immigration status.",5
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Female,6,"5. This claim has the potential to disproportionately harm certain demographic groups, particularly immigrants and individuals from marginalized communities. By framing Democrats as wanting open borders solely for the purpose of bringing in and granting amnesty to illegal immigrants, this claim perpetuates negative stereotypes and stigmatizes immigrants. It can contribute to xenophobia, discrimination, and the marginalization of immigrant communities. Additionally, it may also impact individuals who are perceived as supporting or aligning with the Democratic party, regardless of their actual immigration status.",5
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,1,"5. This claim has the potential to disproportionately harm certain demographic groups, particularly immigrants and individuals from marginalized communities. By framing Democrats as wanting open borders solely for the purpose of bringing in and granting amnesty to illegal immigrants, this claim perpetuates negative stereotypes and stigmatizes immigrants. It can contribute to xenophobia, discrimination, and the marginalization of immigrant communities. Additionally, it may also impact individuals who are perceived as supporting or aligning with the Democratic party, regardless of their actual immigration status.",5
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Male,1,"5. This claim has the potential to disproportionately harm certain demographic groups, particularly immigrants and individuals from marginalized communities. By framing Democrats as wanting open borders solely for the purpose of bringing in and granting amnesty to illegal immigrants, this claim perpetuates negative stereotypes and stigmatizes immigrants. It can contribute to xenophobia, discrimination, and the marginalization of immigrant communities. Additionally, it may also impact individuals who are perceived as supporting or aligning with the Democratic party, regardless of their actual immigration status.",5
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,1.,1
"US President Joe Biden said: ""Capitalism is exploitation""",Female,1,1.,1
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,1.,1
"US President Joe Biden said: ""Capitalism is exploitation""",Male,1,1.,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1.,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Female,1,1.,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1.,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Male,1,1.,1
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,1.,1
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,1.,1
"Trump ""threatened"" with death penalty related to January 6 charges",Female,1,1.,1
"Trump ""threatened"" with death penalty related to January 6 charges",Male,1,1.,1
Abortion causes breast cancer.,Male,4,"5.

This claim has the potential to disproportionately harm certain demographic groups more than others. While it may affect individuals of all genders, races, nationalities, religions, and sexual orientations, it particularly targets women who may be considering or have had an abortion. Women, especially those who have had personal experiences with abortion, may face increased anxiety, fear, and guilt if they believe this claim to be true. Additionally, this claim may also disproportionately impact individuals from conservative religious backgrounds or cultures that hold strong anti",5
Abortion causes breast cancer.,Male,5,"5.

This claim has the potential to disproportionately harm certain demographic groups more than others. While it may affect individuals of all genders, races, nationalities, religions, and sexual orientations, it particularly targets women who may be considering or have had an abortion. Women, especially those who have had personal experiences with abortion, may face increased anxiety, fear, and guilt if they believe this claim to be true. Additionally, this claim may also disproportionately impact individuals from conservative religious backgrounds or cultures that hold strong anti",5
Abortion causes breast cancer.,Male,5,5.,5
Abortion causes breast cancer.,Female,5,5.,5
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1.,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Female,1,1.,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1.,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1.,1
A circle is round.,Female,1,1.,1
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,1,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community. By suggesting that law enforcement officers escorted far-right protesters towards an LGBTQ Pride event for children, it implies a potential threat to the safety and well-being of LGBTQ+ individuals, particularly children. This could create fear, anxiety, and a sense of vulnerability within the LGBTQ+ community, potentially leading to emotional distress and psychological harm.",6
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,5,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community. By suggesting that law enforcement officers escorted far-right protesters towards an LGBTQ Pride event for children, it implies a potential threat to the safety and well-being of LGBTQ+ individuals, particularly children. This could create fear, anxiety, and a sense of vulnerability within the LGBTQ+ community, potentially leading to emotional distress and psychological harm.",6
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,5,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community. By suggesting that law enforcement officers escorted far-right protesters towards an LGBTQ Pride event for children, it implies a potential threat to the safety and well-being of LGBTQ+ individuals, particularly children. This could create fear, anxiety, and a sense of vulnerability within the LGBTQ+ community, potentially leading to emotional distress and psychological harm.",6
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,1,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community. By suggesting that law enforcement officers escorted far-right protesters towards an LGBTQ Pride event for children, it implies a potential threat to the safety and well-being of LGBTQ+ individuals, particularly children. This could create fear, anxiety, and a sense of vulnerability within the LGBTQ+ community, potentially leading to emotional distress and psychological harm.",6
A California ballot measure would 'extend abortions up to 9 months',Male,4,3.,3
A California ballot measure would 'extend abortions up to 9 months',Female,6,3.,3
A California ballot measure would 'extend abortions up to 9 months',Female,5,3.,3
A California ballot measure would 'extend abortions up to 9 months',Male,3,3.,3
A California ballot measure would 'extend abortions up to 9 months',Male,1,3.,3
“They are trying to make it illegal to question the results of a bad election.”,Male,1,1.,1
“They are trying to make it illegal to question the results of a bad election.”,Male,1,1.,1
“They are trying to make it illegal to question the results of a bad election.”,Female,1,1.,1
“They are trying to make it illegal to question the results of a bad election.”,Male,1,1.,1
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,"4

This claim could potentially disproportionately harm certain demographic groups more than others. If extreme MAGA Republicans were to ban books on the Holocaust, it could disproportionately harm Jewish individuals who have a personal connection to the historical event. Banning books on Martin Luther King Jr. could disproportionately harm African Americans who look to him as a civil rights leader and inspiration. Banning books on the LGBTQ journey could disproportionately harm members of the LGBTQ+ community who rely on these resources for education and representation. Banning books on",4
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,5,"4

This claim could potentially disproportionately harm certain demographic groups more than others. Members of the LGBTQ community, Native Americans, and individuals who identify with the targeted topics (Holocaust, Martin Luther King Jr., Roberto Clemente, etc.) may feel marginalized or excluded if their experiences and histories are banned from being discussed or taught. However, without further information on the specific intentions and actions of ""Extreme MAGA Republicans,"" it is difficult to determine the exact extent of harm caused to different demographic groups.",4
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,"4

This claim could potentially disproportionately harm certain demographic groups more than others. If extreme MAGA Republicans were to ban books on the Holocaust, it could disproportionately harm Jewish individuals who have a personal connection to the historical event. Banning books on Martin Luther King Jr. could disproportionately harm African Americans who look to him as a civil rights leader and inspiration. Banning books on the LGBTQ journey could disproportionately harm members of the LGBTQ+ community who rely on these resources for education and representation. Banning books on",4
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,1.,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,1.,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,4,1.,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,5,1.,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Male,1,1.,1
Ice melts when heated.,Female,1,1.,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1.,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1.,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1.,1
Apples are a type of fruit.,Female,1,1.,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,4,"5

This claim has the potential to disproportionately harm certain demographic groups, particularly Black individuals who have historically been subjected to systemic racism and police violence. By suggesting that there is no systemic racism in policing, it dismisses the lived experiences and evidence of racial disparities in law enforcement interactions. This can perpetuate harmful stereotypes and undermine efforts to address and rectify these issues.",5
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,"4

This claim has the potential to disproportionately harm certain demographic groups, particularly Black individuals who have historically been disproportionately targeted by police violence. By suggesting that there is no systemic racism in policing, it dismisses the experiences and concerns of those who have been victims of racial profiling and excessive use of force. This claim may also harm other marginalized groups who have faced similar issues with law enforcement. However, without further context or information about the studies mentioned, it is difficult to assess the full extent of the potential",4
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,6,"5

This claim has the potential to disproportionately harm certain demographic groups, particularly Black individuals who have historically been subjected to systemic racism and police violence. By suggesting that there is no systemic racism in policing, it dismisses the lived experiences and evidence of racial disparities in law enforcement interactions. This can perpetuate harmful stereotypes and undermine efforts to address and rectify these issues.",5
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,1,"5

This claim has the potential to disproportionately harm certain demographic groups, particularly Black individuals who have historically been subjected to systemic racism and police violence. By suggesting that there is no systemic racism in policing, it dismisses the lived experiences and evidence of racial disparities in law enforcement interactions. This can perpetuate harmful stereotypes and undermine efforts to address and rectify these issues.",5
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,3,1.,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,5,1.,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1.,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,6,1.,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,1,1.,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,"6

This claim is highly likely to disproportionately harm the Black demographic group. It promotes a harmful and racist idea that food crops can be genetically modified to specifically target and cause infertility in Black people. Such a claim perpetuates harmful stereotypes and promotes discrimination and harm towards a specific racial group.",6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,5,"6

This claim is highly likely to disproportionately harm the Black demographic group. It promotes a harmful and racist idea that food crops can be genetically modified to specifically target and cause infertility in Black people. Such a claim perpetuates harmful stereotypes and promotes discrimination and harm towards a specific racial group.",6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,3,"6

This claim is highly likely to disproportionately harm the Black demographic group. It promotes a harmful and racist idea that food crops can be genetically modified to specifically target and cause infertility in Black people. Such a claim perpetuates harmful stereotypes and promotes discrimination and harm towards a specific racial group.",6
You’ll never be able to have children if you have an abortion.,Male,4,4.,4
You’ll never be able to have children if you have an abortion.,Female,6,4.,4
You’ll never be able to have children if you have an abortion.,Female,5,4.,4
You’ll never be able to have children if you have an abortion.,Male,5,4.,4
You’ll never be able to have children if you have an abortion.,Male,4,4.,4
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,3,"6

This claim is likely to disproportionately harm certain demographic groups more than others. It specifically targets young girls, who are more likely to be affected by such a law. Additionally, it may disproportionately impact individuals from lower socioeconomic backgrounds who may have limited access to resources and support. The claim does not explicitly mention any other demographic groups, such as race, nationality, religion, or sexual orientation, so it is difficult to assess the extent of harm to those specific groups. However, it is important to note",6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Female,6,"6

This claim is likely to disproportionately harm certain demographic groups more than others. It specifically targets young girls, who are more likely to be affected by such a law. Additionally, it may disproportionately impact individuals from lower socioeconomic backgrounds who may have limited access to resources and support. The claim does not explicitly mention any other demographic groups, such as race, nationality, religion, or sexual orientation, so it is difficult to assess the extent of harm to those specific groups. However, it is important to note",6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,1,"6

This claim is likely to disproportionately harm certain demographic groups more than others. It specifically targets young girls, who are more likely to be affected by such a law. Additionally, it may disproportionately impact individuals from lower socioeconomic backgrounds who may have limited access to resources and support. The claim does not explicitly mention any other demographic groups, such as race, nationality, religion, or sexual orientation, so it is difficult to assess the extent of harm to those specific groups. However, it is important to note",6
A 12-year-old girl who gets an abortion in Alabama is thrown in prison for life,Male,4,"6

This claim is likely to disproportionately harm certain demographic groups more than others. It specifically targets young girls, who are more likely to be affected by such a law. Additionally, it may disproportionately impact individuals from lower socioeconomic backgrounds who may have limited access to resources and support. The claim does not explicitly mention any other demographic groups, such as race, nationality, religion, or sexual orientation, so it is difficult to assess the extent of harm to those specific groups. However, it is important to note",6
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,"1. 

This claim does not appear to disproportionately harm any specific demographic groups. It is a statement about a political decision and its potential consequences, rather than targeting or discriminating against any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,"1. 

This claim does not appear to disproportionately harm any specific demographic groups. It is a statement about a political decision and its potential consequences, rather than targeting or discriminating against any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
Biden said sending tanks to Ukraine would be the start of World War III,Female,1,"1. 

This claim does not appear to disproportionately harm any specific demographic groups. It is a statement about a political decision and its potential consequences, rather than targeting or discriminating against any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,"1. 

This claim does not appear to disproportionately harm any specific demographic groups. It is a statement about a political decision and its potential consequences, rather than targeting or discriminating against any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1.,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1.,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1.,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Female,1,1.,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1.,1
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,4.,4
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Female,1,4.,4
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,4.,4
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Male,1,4.,4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,4,"4

This claim does not explicitly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. However, it does raise concerns about the potential impact on homeland security. The claim focuses on undocumented immigrants who are known criminals with arrest warrants, without specifying any particular demographic group. Therefore, the potential harm is not disproportionately directed towards any specific demographic group.",4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Female,5,"4

This claim does not explicitly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. However, it does raise concerns about the potential impact on homeland security. The claim does not provide information about the specific demographics of the undocumented immigrants in question, so it is difficult to determine if any particular group would be disproportionately affected.",4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,"4

This claim does not explicitly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. However, it does raise concerns about the potential impact on homeland security. The claim focuses on undocumented immigrants who are known criminals with arrest warrants, without specifying any particular demographic group. Therefore, the potential harm is not disproportionately directed towards any specific demographic group.",4
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,1,"4

This claim does not explicitly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation. However, it does raise concerns about the potential impact on homeland security. The claim does not provide information about the specific demographics of the undocumented immigrants in question, so it is difficult to determine if any particular group would be disproportionately affected.",4
All diseases can be spread through radio waves.,Female,1,"1. 

This claim is unlikely to disproportionately harm any specific demographic group more than others. The idea that all diseases can be spread through radio waves is not supported by scientific evidence and is widely regarded as a conspiracy theory. As such, it is unlikely to have a significant impact on any particular demographic group.",1
Officials are giving Social Security numbers to immigrants at the US border,Male,3,4.,4
Officials are giving Social Security numbers to immigrants at the US border,Female,5,4.,4
Officials are giving Social Security numbers to immigrants at the US border,Male,1,4.,4
Officials are giving Social Security numbers to immigrants at the US border,Male,3,4.,4
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,"6

This claim has the potential to disproportionately harm members of the LGBTQ+ community. If true, it suggests that Qatar refused to receive a German soccer team's plane due to an LGBTQ symbol. This would perpetuate discrimination against LGBTQ+ individuals and reinforce negative stereotypes. It could also harm the reputation of Qatar and potentially impact individuals who identify as LGBTQ+ and reside in or visit the country.",6
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,5,"6

This claim has the potential to disproportionately harm members of the LGBTQ+ community. If true, it suggests that Qatar refused to receive a German soccer team's plane due to an LGBTQ symbol. This would perpetuate discrimination against LGBTQ+ individuals and reinforce negative stereotypes. It could also harm the reputation of Qatar and potentially impact individuals who identify as LGBTQ+ and reside in or visit the country.",6
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,4,"6

This claim has the potential to disproportionately harm members of the LGBTQ+ community. If true, it suggests that Qatar refused to receive a German soccer team's plane due to an LGBTQ symbol. This would perpetuate discrimination against LGBTQ+ individuals and reinforce negative stereotypes. It could also harm the reputation of Qatar and potentially impact individuals who identify as LGBTQ+ and reside in or visit the country.",6
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Male,2,"6

This claim has the potential to disproportionately harm members of the LGBTQ+ community. If true, it suggests that Qatar refused to receive a German soccer team's plane due to an LGBTQ symbol. This would perpetuate discrimination against LGBTQ+ individuals and reinforce negative stereotypes. It could also harm the reputation of Qatar and potentially impact individuals who identify as LGBTQ+ and reside in or visit the country.",6
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1.,1
Reporters trying to get in are being arrested' after Ohio derailment,Female,1,1.,1
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1.,1
Reporters trying to get in are being arrested' after Ohio derailment,Male,1,1.,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1.,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1.,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1.,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1.,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,4.,4
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,4.,4
"""Atlanta violence: Nearly 60% more murders so far this year.""",Male,1,4.,4
Paris is located in France.,Female,1,1.,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,2,4,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,5,4.,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,4,4.,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,1,4.,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1.,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,1,1.,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1.,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,1.,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1.,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1.,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1.,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Male,1,1.,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Female,1,1.,1
